metric,type,top,ec,value
acc,forward,4,29,1.0
acc,forward,4,4,0.8695652173913043
acc,forward,4,0,0.8431734317343174
acc,forward,4,2,0.723404255319149
acc,forward,4,12,0.8
acc,forward,4,14,0.7272727272727273
acc,forward,4,44,0.6666666666666666
acc,forward,4,42,1.0
acc,forward,4,15,1.0
acc,forward,4,11,1.0
acc,forward,4,49,1.0
acc,forward,4,1,0.7213114754098361
acc,forward,4,36,0.6666666666666666
acc,forward,4,30,0.5
acc,forward,4,32,0.6666666666666666
acc,forward,4,18,0.9166666666666666
acc,forward,4,3,0.9230769230769231
acc,forward,4,10,1.0
acc,forward,4,45,0.75
acc,forward,4,21,0.8888888888888888
acc,forward,4,8,0.8125
acc,forward,4,38,0.8333333333333334
acc,forward,4,33,0.875
acc,forward,4,24,0.8888888888888888
acc,forward,4,35,0.8
acc,forward,4,22,1.0
acc,forward,4,7,0.7857142857142857
acc,forward,4,40,1.0
acc,forward,4,37,0.7142857142857143
acc,forward,4,9,0.8333333333333334
acc,forward,4,6,1.0
acc,forward,4,39,1.0
acc,forward,4,28,1.0
acc,forward,4,27,0.8571428571428571
acc,forward,4,50,1.0
acc,forward,4,16,1.0
acc,forward,4,41,0.8
acc,forward,4,23,0.75
acc,forward,4,25,0.8181818181818182
acc,forward,4,51,1.0
acc,forward,4,5,0.7647058823529411
acc,forward,4,34,0.7272727272727273
acc,forward,4,13,0.9
acc,forward,4,48,0.8
acc,forward,4,47,1.0
acc,forward,4,17,1.0
acc,forward,4,53,1.0
acc,forward,4,52,1.0
acc,forward,4,43,1.0
acc,forward,4,20,1.0
acc,forward,4,31,0.75
acc,forward,4,26,1.0
acc,forward,4,19,1.0
acc,forward,4,46,1.0
acc,forward,4,overall,0.8467087466185753
acc,backward,4,29,0.1111111111111111
acc,backward,4,4,0.0
acc,backward,4,0,0.0
acc,backward,4,2,0.0
acc,backward,4,12,0.0
acc,backward,4,14,0.0
acc,backward,4,44,0.0
acc,backward,4,42,0.0
acc,backward,4,15,0.0
acc,backward,4,11,0.0
acc,backward,4,49,0.0
acc,backward,4,1,0.0
acc,backward,4,36,0.0
acc,backward,4,30,0.0
acc,backward,4,32,0.0
acc,backward,4,18,0.0
acc,backward,4,3,0.0
acc,backward,4,10,0.0
acc,backward,4,45,0.0
acc,backward,4,21,0.0
acc,backward,4,8,0.0
acc,backward,4,38,0.0
acc,backward,4,33,0.0
acc,backward,4,24,0.0
acc,backward,4,35,0.0
acc,backward,4,22,0.0
acc,backward,4,7,0.0
acc,backward,4,40,0.0
acc,backward,4,37,0.0
acc,backward,4,9,0.0
acc,backward,4,6,0.0
acc,backward,4,39,0.0
acc,backward,4,28,0.0
acc,backward,4,27,0.0
acc,backward,4,50,0.0
acc,backward,4,16,0.0
acc,backward,4,41,0.0
acc,backward,4,23,0.0
acc,backward,4,25,0.0
acc,backward,4,51,0.0
acc,backward,4,5,0.0
acc,backward,4,34,0.0
acc,backward,4,13,0.0
acc,backward,4,48,0.0
acc,backward,4,47,0.0
acc,backward,4,17,0.0
acc,backward,4,53,0.0
acc,backward,4,52,0.0
acc,backward,4,43,0.0
acc,backward,4,20,0.0
acc,backward,4,31,0.0
acc,backward,4,26,0.0
acc,backward,4,19,0.0
acc,backward,4,46,0.0
acc,backward,4,overall,0.0009017132551848512
acc,ec,4,29,0.1111111111111111
acc,ec,4,4,0.0
acc,ec,4,0,0.08302583025830258
acc,ec,4,2,0.0
acc,ec,4,12,0.0
acc,ec,4,14,0.0
acc,ec,4,44,0.0
acc,ec,4,42,0.0
acc,ec,4,15,0.0
acc,ec,4,11,0.0
acc,ec,4,49,0.0
acc,ec,4,1,0.04918032786885246
acc,ec,4,36,0.0
acc,ec,4,30,0.0
acc,ec,4,32,0.0
acc,ec,4,18,0.08333333333333333
acc,ec,4,3,0.0
acc,ec,4,10,0.0
acc,ec,4,45,0.0
acc,ec,4,21,0.0
acc,ec,4,8,0.0
acc,ec,4,38,0.0
acc,ec,4,33,0.0
acc,ec,4,24,0.0
acc,ec,4,35,0.0
acc,ec,4,22,0.0
acc,ec,4,7,0.0
acc,ec,4,40,0.0
acc,ec,4,37,0.0
acc,ec,4,9,0.0
acc,ec,4,6,0.0
acc,ec,4,39,0.0
acc,ec,4,28,0.0
acc,ec,4,27,0.0
acc,ec,4,50,0.0
acc,ec,4,16,0.0
acc,ec,4,41,0.0
acc,ec,4,23,0.0
acc,ec,4,25,0.0
acc,ec,4,51,0.0
acc,ec,4,5,0.0
acc,ec,4,34,0.0
acc,ec,4,13,0.0
acc,ec,4,48,0.0
acc,ec,4,47,0.0
acc,ec,4,17,0.0
acc,ec,4,53,0.0
acc,ec,4,52,0.0
acc,ec,4,43,0.0
acc,ec,4,20,0.0
acc,ec,4,31,0.0
acc,ec,4,26,0.0
acc,ec,4,19,0.0
acc,ec,4,46,0.0
acc,ec,4,overall,0.04508566275924256
