metric,type,top,ec,value
acc,forward,4,0,0.7656826568265682
acc,forward,4,3,0.9148936170212766
acc,forward,4,4,0.72
acc,forward,4,12,0.9285714285714286
acc,forward,4,2,0.8367346938775511
acc,forward,4,52,1.0
acc,forward,4,23,0.9
acc,forward,4,51,1.0
acc,forward,4,20,1.0
acc,forward,4,16,0.9090909090909091
acc,forward,4,1,0.896551724137931
acc,forward,4,33,0.8888888888888888
acc,forward,4,48,0.5
acc,forward,4,11,0.6666666666666666
acc,forward,4,18,0.8
acc,forward,4,9,0.8
acc,forward,4,13,0.3333333333333333
acc,forward,4,32,1.0
acc,forward,4,17,0.9090909090909091
acc,forward,4,30,1.0
acc,forward,4,25,0.5
acc,forward,4,34,0.5714285714285714
acc,forward,4,7,0.7777777777777778
acc,forward,4,6,0.8888888888888888
acc,forward,4,37,0.6666666666666666
acc,forward,4,35,0.25
acc,forward,4,36,0.6666666666666666
acc,forward,4,45,0.8
acc,forward,4,24,1.0
acc,forward,4,22,0.875
acc,forward,4,38,0.8333333333333334
acc,forward,4,47,1.0
acc,forward,4,5,0.9523809523809523
acc,forward,4,8,0.72
acc,forward,4,15,1.0
acc,forward,4,46,0.25
acc,forward,4,14,0.6363636363636364
acc,forward,4,26,1.0
acc,forward,4,19,0.6666666666666666
acc,forward,4,31,1.0
acc,forward,4,10,0.8947368421052632
acc,forward,4,53,1.0
acc,forward,4,49,1.0
acc,forward,4,40,1.0
acc,forward,4,43,1.0
acc,forward,4,42,0.6666666666666666
acc,forward,4,21,0.8571428571428571
acc,forward,4,29,0.8
acc,forward,4,50,1.0
acc,forward,4,39,0.8
acc,forward,4,41,0.3333333333333333
acc,forward,4,28,0.8
acc,forward,4,44,0.25
acc,forward,4,27,0.8571428571428571
acc,forward,4,overall,0.7962128043282236
acc,backward,4,0,0.0018450184501845018
acc,backward,4,3,0.0
acc,backward,4,4,0.0
acc,backward,4,12,0.0
acc,backward,4,2,0.0
acc,backward,4,52,0.0
acc,backward,4,23,0.0
acc,backward,4,51,0.0
acc,backward,4,20,0.0
acc,backward,4,16,0.0
acc,backward,4,1,0.0
acc,backward,4,33,0.0
acc,backward,4,48,0.0
acc,backward,4,11,0.0
acc,backward,4,18,0.0
acc,backward,4,9,0.0
acc,backward,4,13,0.0
acc,backward,4,32,0.0
acc,backward,4,17,0.0
acc,backward,4,30,0.0
acc,backward,4,25,0.0
acc,backward,4,34,0.0
acc,backward,4,7,0.0
acc,backward,4,6,0.0
acc,backward,4,37,0.0
acc,backward,4,35,0.0
acc,backward,4,36,0.0
acc,backward,4,45,0.0
acc,backward,4,24,0.0
acc,backward,4,22,0.0
acc,backward,4,38,0.0
acc,backward,4,47,0.0
acc,backward,4,5,0.0
acc,backward,4,8,0.0
acc,backward,4,15,0.0
acc,backward,4,46,0.0
acc,backward,4,14,0.0
acc,backward,4,26,0.0
acc,backward,4,19,0.0
acc,backward,4,31,0.0
acc,backward,4,10,0.0
acc,backward,4,53,0.0
acc,backward,4,49,0.0
acc,backward,4,40,0.0
acc,backward,4,43,0.0
acc,backward,4,42,0.0
acc,backward,4,21,0.0
acc,backward,4,29,0.0
acc,backward,4,50,0.0
acc,backward,4,39,0.0
acc,backward,4,41,0.0
acc,backward,4,28,0.0
acc,backward,4,44,0.0
acc,backward,4,27,0.0
acc,backward,4,overall,0.0009017132551848512
acc,ec,4,0,0.1033210332103321
acc,ec,4,3,0.0
acc,ec,4,4,0.04
acc,ec,4,12,0.0
acc,ec,4,2,0.0
acc,ec,4,52,0.0
acc,ec,4,23,0.0
acc,ec,4,51,0.0
acc,ec,4,20,0.0
acc,ec,4,16,0.0
acc,ec,4,1,0.017241379310344827
acc,ec,4,33,0.0
acc,ec,4,48,0.0
acc,ec,4,11,0.0
acc,ec,4,18,0.0
acc,ec,4,9,0.0
acc,ec,4,13,0.0
acc,ec,4,32,0.0
acc,ec,4,17,0.0
acc,ec,4,30,0.0
acc,ec,4,25,0.0
acc,ec,4,34,0.0
acc,ec,4,7,0.0
acc,ec,4,6,0.0
acc,ec,4,37,0.0
acc,ec,4,35,0.0
acc,ec,4,36,0.0
acc,ec,4,45,0.0
acc,ec,4,24,0.0
acc,ec,4,22,0.0
acc,ec,4,38,0.0
acc,ec,4,47,0.0
acc,ec,4,5,0.0
acc,ec,4,8,0.0
acc,ec,4,15,0.0
acc,ec,4,46,0.0
acc,ec,4,14,0.0
acc,ec,4,26,0.0
acc,ec,4,19,0.0
acc,ec,4,31,0.0
acc,ec,4,10,0.0
acc,ec,4,53,0.0
acc,ec,4,49,0.0
acc,ec,4,40,0.0
acc,ec,4,43,0.0
acc,ec,4,42,0.0
acc,ec,4,21,0.0
acc,ec,4,29,0.0
acc,ec,4,50,0.0
acc,ec,4,39,0.0
acc,ec,4,41,0.0
acc,ec,4,28,0.0
acc,ec,4,44,0.0
acc,ec,4,27,0.0
acc,ec,4,overall,0.05229936880072137
